ID,TIPO_INCIDENCIA,FECHA_REPORTE,ESTADO,UsuarioID,MantenimientoID,tiempoResolucion,JuegoID,nivelEscalamiento
16228,Rotura,2024-08-04,Abierta,['572-15-1764'],['MNT-02249'],-1,8987316,POCO URGENTE
16229,Mal funcionamiento,2024-09-27,Cerrada,['659-18-0616'],['MNT-00819'],-1,5066102,POCO URGENTE
16230,Desgaste,2024-10-08,Cerrada,['466-91-6160'],['MNT-04002'],-1,35123,POCO URGENTE
16231,Rotura,2024-09-11,Abierta,['474-92-1156'],"['MNT-09468', 'MNT-10366']",-1,5174015,POCO URGENTE
16232,Rotura,2024-03-04,Cerrada,['626-79-9838'],"['MNT-09413', 'MNT-11545']",37,3997058,POCO URGENTE
16233,Desgaste,2024-04-24,Abierta,['187-19-9289'],['MNT-14539'],-1,7889425,POCO URGENTE
16234,Vandalismo,2024-07-20,Cerrada,['888-83-7461'],['MNT-09121'],-1,5602454,POCO URGENTE
16235,Vandalismo,2024-01-25,Cerrada,['124-16-0453'],['MNT-13920'],245,5239323,POCO URGENTE
16236,Mal funcionamiento,2024-06-07,Cerrada,['164-77-3475'],['MNT-06020'],39,20542,POCO URGENTE
16237,Vandalismo,2024-04-28,Cerrada,['487-44-3856'],['MNT-13425'],157,4737872,POCO URGENTE
16238,Vandalismo,2023-12-08,Abierta,['767-09-4728'],['MNT-07597'],-1,9041503,POCO URGENTE
16239,Rotura,2024-03-22,Abierta,['327-42-0854'],['MNT-01064'],-1,4731239,POCO URGENTE
16240,Desgaste,2024-02-17,Abierta,['306-79-7917'],['MNT-01732'],-1,59444,POCO URGENTE
16241,Mal funcionamiento,2024-03-02,Abierta,['415-54-2609'],"['MNT-04276', 'MNT-05551']",-1,5174745,POCO URGENTE
16242,Vandalismo,2024-07-08,Cerrada,['768-10-2242'],"['MNT-04096', 'MNT-05898']",49,58760,POCO URGENTE
16243,Desgaste,2024-03-18,Cerrada,['300-70-0193'],['MNT-01500'],-1,59034,POCO URGENTE
16244,Desgaste,2024-06-02,Cerrada,['515-07-9121'],"['MNT-02218', 'MNT-13692']",100,58670,POCO URGENTE
16245,Vandalismo,2024-01-15,Abierta,['479-90-4797'],"['MNT-01517', 'MNT-08903']",-1,59227,POCO URGENTE
16246,Desgaste,2024-03-09,Abierta,['710-38-5262'],['MNT-03843'],-1,9394699,POCO URGENTE
16247,Vandalismo,2024-10-10,Cerrada,['460-91-0751'],['MNT-05332'],-1,3961144,POCO URGENTE
16248,Mal funcionamiento,2024-03-28,Abierta,['865-26-7548'],['MNT-04811'],-1,22071,POCO URGENTE
16249,Mal funcionamiento,2024-06-29,Cerrada,['590-97-2661'],"['MNT-04031', 'MNT-12053']",82,9049007,POCO URGENTE
16250,Vandalismo,2024-07-10,Cerrada,['690-18-3634'],['MNT-06811'],-1,24829,POCO URGENTE
16251,Vandalismo,2024-09-24,Abierta,['218-97-4042'],['MNT-06078'],-1,3577449,POCO URGENTE
16252,Mal funcionamiento,2023-11-27,Cerrada,['772-49-5358'],"['MNT-05237', 'MNT-12167']",315,57944,POCO URGENTE
16253,Vandalismo,2024-01-25,Cerrada,['994-84-4257'],['MNT-13700'],181,3556825,POCO URGENTE
16254,Rotura,2024-06-07,Cerrada,['524-41-7545'],"['MNT-08926', 'MNT-12107', 'MNT-12497']",71,4749972,POCO URGENTE
16255,Desgaste,2023-12-13,Cerrada,['574-22-4581'],['MNT-05240'],239,4940051,POCO URGENTE
16256,Desgaste,2023-12-04,Cerrada,['015-49-9516'],['MNT-02643'],-1,5173872,POCO URGENTE
16257,Mal funcionamiento,2024-02-19,Cerrada,['537-41-7732'],['MNT-13075'],207,19429,POCO URGENTE
16258,Rotura,2023-11-20,Abierta,['238-83-2071'],"['MNT-11506', 'MNT-12060']",-1,9160076,POCO URGENTE
16259,Vandalismo,2024-01-19,Abierta,['157-65-8981'],['MNT-11546'],-1,20850,POCO URGENTE
16260,Rotura,2024-08-20,Abierta,['030-82-3782'],['MNT-00404'],-1,7125617,POCO URGENTE
16261,Mal funcionamiento,2024-07-02,Abierta,['332-10-5747'],['MNT-05279'],-1,4704486,POCO URGENTE
16262,Rotura,2024-07-02,Abierta,['459-65-2279'],['MNT-05819'],-1,58641,POCO URGENTE
16263,Rotura,2023-12-23,Cerrada,['225-95-0580'],"['MNT-06213', 'MNT-10010']",265,19974,POCO URGENTE
16264,Mal funcionamiento,2024-09-04,Abierta,['839-23-1887'],['MNT-00022'],-1,25582,POCO URGENTE
16265,Vandalismo,2024-01-05,Cerrada,['803-46-8815'],"['MNT-05828', 'MNT-06703', 'MNT-10076']",243,20005,POCO URGENTE
16266,Mal funcionamiento,2024-03-22,Cerrada,['267-02-4340'],['MNT-00652'],132,4988410,POCO URGENTE
16267,Desgaste,2024-04-20,Abierta,['833-92-7506'],['MNT-05232'],-1,24706,POCO URGENTE
16268,Desgaste,2023-11-16,Cerrada,['910-62-1364'],"['MNT-04087', 'MNT-13722']",260,20179,POCO URGENTE
16269,Vandalismo,2024-02-09,Cerrada,['124-79-3561'],['MNT-14660'],182,9271300,POCO URGENTE
16270,Desgaste,2024-04-05,Cerrada,['374-56-4630'],"['MNT-08996', 'MNT-14309']",124,3576456,POCO URGENTE
16271,Rotura,2024-01-12,Abierta,['998-54-2034'],['MNT-14907'],-1,58255,POCO URGENTE
16272,Desgaste,2024-03-08,Abierta,['219-25-5741'],['MNT-04538'],-1,7858370,POCO URGENTE
16273,Vandalismo,2024-01-02,Cerrada,['686-27-7856'],['MNT-06398'],245,8928484,POCO URGENTE
16274,Rotura,2024-05-20,Abierta,['799-26-2177'],"['MNT-05258', 'MNT-10688']",-1,4990334,POCO URGENTE
16275,Rotura,2024-02-15,Abierta,['476-28-9200'],['MNT-09502'],-1,5000224,POCO URGENTE
16276,Mal funcionamiento,2024-09-15,Abierta,['647-09-4052'],['MNT-12850'],-1,58019,POCO URGENTE
16277,Desgaste,2024-01-16,Abierta,['521-17-1437'],"['MNT-12293', 'MNT-13488']",-1,5128756,POCO URGENTE
16278,Desgaste,2024-02-15,Cerrada,['278-89-1976'],['MNT-07393'],-1,33717,POCO URGENTE
16279,Vandalismo,2024-04-14,Cerrada,['854-03-7735'],['MNT-01379'],-1,3561748,POCO URGENTE
16280,Rotura,2024-04-06,Cerrada,['607-54-5987'],['MNT-08751'],11,5025128,POCO URGENTE
16281,Vandalismo,2024-07-21,Abierta,['842-80-3689'],['MNT-05830'],-1,34118,POCO URGENTE
16282,Desgaste,2024-06-26,Abierta,['891-42-5359'],['MNT-10710'],-1,4995101,POCO URGENTE
16283,Desgaste,2024-03-26,Cerrada,['982-27-6070'],['MNT-12127'],-1,22521,POCO URGENTE
16284,Rotura,2024-04-09,Cerrada,['357-13-7624'],['MNT-11839'],141,7526995,POCO URGENTE
16285,Desgaste,2023-11-17,Abierta,['353-66-7721'],['MNT-13645'],-1,59221,POCO URGENTE
16286,Mal funcionamiento,2023-11-27,Cerrada,['023-22-4588'],['MNT-10183'],25,22374,POCO URGENTE
16287,Rotura,2024-02-04,Cerrada,['007-18-4471'],['MNT-14935'],-1,5219851,POCO URGENTE
16288,Rotura,2024-09-08,Abierta,['159-31-6997'],['MNT-04460'],-1,58216,POCO URGENTE
16289,Vandalismo,2024-06-17,Cerrada,['619-37-2886'],"['MNT-11059', 'MNT-11377']",2,9192729,POCO URGENTE
16290,Vandalismo,2024-10-11,Cerrada,['823-14-2366'],['MNT-04166'],-1,4984515,POCO URGENTE
16291,Desgaste,2024-10-01,Abierta,['963-67-3786'],['MNT-06266'],-1,8940961,POCO URGENTE
16292,Rotura,2024-05-07,Abierta,['552-35-5353'],['MNT-08889'],-1,59613,POCO URGENTE
16293,Rotura,2024-04-03,Abierta,['406-08-6881'],['MNT-10462'],-1,7815401,POCO URGENTE
16294,Mal funcionamiento,2024-01-02,Abierta,['964-51-4502'],['MNT-14471'],-1,4987664,POCO URGENTE
16295,Desgaste,2024-09-09,Cerrada,['597-40-1396'],['MNT-12063'],-1,33887,POCO URGENTE
16296,Mal funcionamiento,2024-09-17,Abierta,['994-80-0738'],['MNT-14107'],-1,58926,POCO URGENTE
16297,Rotura,2024-01-30,Cerrada,['412-53-5066'],['MNT-01393'],214,20887,POCO URGENTE
16298,Mal funcionamiento,2023-12-21,Abierta,['300-00-0761'],['MNT-04490'],-1,9295813,POCO URGENTE
16299,Vandalismo,2023-10-23,Cerrada,['412-61-4283'],"['MNT-13007', 'MNT-14031']",152,33303,POCO URGENTE
16300,Vandalismo,2024-02-23,Abierta,['415-28-0099'],['MNT-07113'],-1,21022,POCO URGENTE
16301,Vandalismo,2023-11-17,Abierta,['360-12-4745'],['MNT-14339'],-1,4737865,POCO URGENTE
16302,Mal funcionamiento,2023-12-29,Abierta,['488-92-2085'],['MNT-01454'],-1,3561757,POCO URGENTE
16303,Vandalismo,2024-08-31,Abierta,['532-22-1574'],['MNT-11863'],-1,34918,POCO URGENTE
16304,Desgaste,2024-03-30,Cerrada,['136-14-0518'],['MNT-09879'],52,6761234,POCO URGENTE
16305,Desgaste,2024-10-08,Cerrada,['932-90-8753'],['MNT-05500'],-1,33832,POCO URGENTE
16306,Rotura,2024-03-21,Cerrada,['632-00-0853'],['MNT-10215'],60,7833623,POCO URGENTE
16307,Rotura,2024-03-19,Cerrada,['037-23-1905'],['MNT-12149'],163,5659458,POCO URGENTE
16308,Vandalismo,2024-08-04,Cerrada,['520-96-8108'],"['MNT-00699', 'MNT-08823', 'MNT-13783']",29,58485,POCO URGENTE
16309,Vandalismo,2024-09-15,Cerrada,['488-89-2386'],"['MNT-03065', 'MNT-09783']",-1,25793,POCO URGENTE
16310,Rotura,2024-07-22,Abierta,['606-44-5841'],['MNT-00258'],-1,33658,POCO URGENTE
16311,Rotura,2023-10-28,Cerrada,['891-25-4390'],"['MNT-09080', 'MNT-11945']",240,21652,POCO URGENTE
16312,Mal funcionamiento,2024-05-31,Cerrada,['364-49-0331'],['MNT-00590'],-1,53199,POCO URGENTE
16313,Rotura,2024-08-07,Abierta,['901-30-7322'],['MNT-08288'],-1,9177697,POCO URGENTE
16314,Vandalismo,2024-10-12,Cerrada,['290-79-1853'],['MNT-02560'],-1,21705,POCO URGENTE
16315,Desgaste,2023-10-22,Cerrada,['109-67-2193'],['MNT-10493'],334,20002,POCO URGENTE
16316,Rotura,2024-03-05,Cerrada,['408-70-1446'],"['MNT-07457', 'MNT-07483']",-1,21843,POCO URGENTE
16317,Desgaste,2023-11-26,Abierta,['554-31-7805'],['MNT-07292'],-1,9187159,POCO URGENTE
16318,Vandalismo,2024-07-27,Cerrada,['824-28-0341'],['MNT-14433'],-1,6761391,POCO URGENTE
16319,Rotura,2024-06-29,Cerrada,['721-22-6954'],['MNT-03678'],-1,33703,POCO URGENTE
16320,Rotura,2023-11-30,Cerrada,['772-49-5358'],['MNT-08973'],288,18767,POCO URGENTE
16321,Rotura,2024-07-07,Abierta,['718-62-8481'],['MNT-10359'],-1,9291610,POCO URGENTE
16322,Rotura,2024-03-04,Cerrada,['688-55-7218'],"['MNT-04550', 'MNT-08872']",168,33676,POCO URGENTE
16323,Desgaste,2024-10-05,Cerrada,['647-10-5458'],['MNT-14615'],-1,5252818,POCO URGENTE
16324,Rotura,2024-05-17,Abierta,['956-46-5118'],['MNT-13029'],-1,5492502,POCO URGENTE
16325,Vandalismo,2023-11-22,Abierta,['562-67-7010'],['MNT-07327'],-1,60096,POCO URGENTE
16326,Mal funcionamiento,2024-07-23,Cerrada,['328-72-1937'],['MNT-02089'],-1,5182770,POCO URGENTE
16327,Rotura,2024-02-23,Abierta,['850-58-0320'],['MNT-12850'],-1,58019,POCO URGENTE
16328,Mal funcionamiento,2024-08-31,Cerrada,['281-88-1844'],['MNT-04387'],34,58978,POCO URGENTE
16329,Desgaste,2024-09-19,Cerrada,['194-75-7377'],"['MNT-00081', 'MNT-12238']",-1,58942,POCO URGENTE
16330,Rotura,2023-10-22,Abierta,['736-12-2698'],['MNT-11519'],-1,9191599,POCO URGENTE
16331,Mal funcionamiento,2024-01-09,Abierta,['375-48-2919'],['MNT-00211'],-1,3577005,POCO URGENTE
16332,Vandalismo,2024-02-10,Abierta,['984-43-4369'],"['MNT-01848', 'MNT-10449']",-1,19154,POCO URGENTE
16333,Rotura,2024-02-15,Cerrada,['300-81-8952'],['MNT-08720'],192,24866,POCO URGENTE
16334,Rotura,2024-09-19,Cerrada,['307-69-0780'],['MNT-13641'],-1,20033,POCO URGENTE
16335,Vandalismo,2024-03-26,Abierta,['715-94-8164'],['MNT-06108'],-1,58262,POCO URGENTE
16336,Desgaste,2024-06-08,Cerrada,['179-05-6608'],"['MNT-04633', 'MNT-13657']",117,9187104,POCO URGENTE
16337,Vandalismo,2024-07-20,Cerrada,['324-43-7457'],['MNT-05016'],-1,9052169,POCO URGENTE
16338,Desgaste,2023-11-26,Cerrada,['514-48-1389'],['MNT-03630'],153,6878789,POCO URGENTE
16339,Mal funcionamiento,2024-09-19,Cerrada,['914-65-8043'],['MNT-06949'],-1,58408,POCO URGENTE
16340,Mal funcionamiento,2024-03-13,Cerrada,['254-69-7561'],['MNT-14663'],-1,9433289,POCO URGENTE
16341,Vandalismo,2024-06-18,Cerrada,['768-62-6556'],['MNT-06807'],2,35239,POCO URGENTE
16342,Rotura,2024-09-03,Cerrada,['693-07-1075'],"['MNT-06491', 'MNT-07027']",11,6777923,POCO URGENTE
16343,Rotura,2024-12-10,Abierta,['240-57-4585'],['MNT-04378'],-1,59518,POCO URGENTE
16344,Rotura,2024-04-13,Cerrada,['343-62-4130'],['MNT-14219'],-1,32918,POCO URGENTE
16345,Vandalismo,2024-01-05,Cerrada,['104-84-8401'],"['MNT-13494', 'MNT-14240']",163,8803542,POCO URGENTE
16346,Rotura,2024-04-08,Abierta,['092-70-0241'],['MNT-14387'],-1,5659189,POCO URGENTE
16347,Desgaste,2024-02-01,Cerrada,['315-82-2471'],['MNT-04387'],246,58978,POCO URGENTE
16348,Mal funcionamiento,2024-02-19,Cerrada,['148-50-3103'],['MNT-13919'],138,3577447,POCO URGENTE
16349,Mal funcionamiento,2024-08-24,Cerrada,['748-17-4515'],['MNT-00070'],35,3573457,POCO URGENTE
16350,Vandalismo,2024-09-14,Abierta,['244-74-6838'],['MNT-05641'],-1,5659418,POCO URGENTE
16351,Vandalismo,2024-04-26,Abierta,['127-26-2921'],['MNT-01111'],-1,3997039,POCO URGENTE
16352,Mal funcionamiento,2024-06-21,Abierta,['368-73-1706'],['MNT-09419'],-1,20299,POCO URGENTE
16353,Vandalismo,2024-04-07,Abierta,['725-95-7752'],['MNT-13468'],-1,5658987,POCO URGENTE
16354,Desgaste,2024-02-14,Abierta,['681-76-1685'],['MNT-00007'],-1,8803674,POCO URGENTE
16355,Vandalismo,2024-06-06,Cerrada,['120-50-8460'],['MNT-08550'],-1,19495,POCO URGENTE
16356,Vandalismo,2023-11-15,Cerrada,['932-92-0467'],['MNT-03793'],116,3963091,POCO URGENTE
16357,Desgaste,2024-07-29,Cerrada,['604-56-8223'],['MNT-09587'],47,3963547,POCO URGENTE
16358,Desgaste,2023-11-23,Cerrada,['715-25-8843'],['MNT-05559'],214,21463,POCO URGENTE
16359,Desgaste,2023-10-22,Cerrada,['690-10-8990'],"['MNT-13638', 'MNT-13734']",317,25560,POCO URGENTE
16360,Rotura,2024-06-24,Cerrada,['862-82-6180'],['MNT-05691'],-1,3568514,POCO URGENTE
16361,Desgaste,2023-12-28,Cerrada,['157-45-5985'],['MNT-04524'],162,9277892,POCO URGENTE
16362,Mal funcionamiento,2024-10-06,Abierta,['398-19-7654'],"['MNT-04243', 'MNT-08982']",-1,5202155,POCO URGENTE
16363,Mal funcionamiento,2024-03-05,Cerrada,['253-56-8096'],['MNT-14395'],77,33168,POCO URGENTE
16364,Mal funcionamiento,2024-01-15,Cerrada,['772-39-9393'],['MNT-12709'],6,4781564,POCO URGENTE
16365,Vandalismo,2024-04-02,Abierta,['121-83-9578'],['MNT-02894'],-1,33370,POCO URGENTE
16366,Mal funcionamiento,2023-11-21,Cerrada,['704-83-3310'],['MNT-06889'],349,7240120,POCO URGENTE
16367,Desgaste,2023-12-31,Cerrada,['948-35-8329'],['MNT-04102'],37,5220812,POCO URGENTE
16368,Vandalismo,2024-07-02,Cerrada,['182-28-2233'],['MNT-10666'],-1,5209538,POCO URGENTE
16369,Rotura,2024-09-13,Abierta,['397-51-9698'],['MNT-09849'],-1,18829,POCO URGENTE
16370,Rotura,2024-02-09,Cerrada,['536-57-8753'],"['MNT-11297', 'MNT-14831']",128,59253,POCO URGENTE
16371,Vandalismo,2024-03-09,Cerrada,['682-66-9120'],['MNT-07412'],-1,22226,POCO URGENTE
16372,Rotura,2024-05-24,Cerrada,['032-19-6328'],['MNT-11110'],-1,20765,POCO URGENTE
16373,Mal funcionamiento,2024-09-03,Cerrada,['259-90-9123'],['MNT-08925'],-1,7591613,POCO URGENTE
16374,Rotura,2024-07-17,Cerrada,['780-24-0390'],['MNT-14273'],-1,3580325,POCO URGENTE
16375,Rotura,2024-08-01,Abierta,['176-42-0521'],"['MNT-04576', 'MNT-10566', 'MNT-11723']",-1,7614129,POCO URGENTE
16376,Vandalismo,2023-12-25,Cerrada,['158-87-8391'],['MNT-07211'],115,4960331,POCO URGENTE
16377,Desgaste,2024-07-10,Cerrada,['545-30-7902'],['MNT-04226'],68,21830,POCO URGENTE
16378,Desgaste,2024-03-29,Cerrada,['359-07-5746'],"['MNT-00393', 'MNT-02854']",188,9397992,POCO URGENTE
16379,Rotura,2024-10-06,Abierta,['627-69-5200'],['MNT-01153'],-1,20223,POCO URGENTE
16380,Mal funcionamiento,2024-01-21,Abierta,['310-02-8683'],['MNT-10282'],-1,20014,POCO URGENTE
16381,Rotura,2024-07-18,Cerrada,['951-96-6157'],['MNT-01081'],-1,5219504,POCO URGENTE
16382,Rotura,2024-09-08,Abierta,['607-99-8682'],['MNT-08670'],-1,20861,POCO URGENTE
16383,Mal funcionamiento,2024-01-02,Cerrada,['542-18-1224'],"['MNT-00723', 'MNT-03463', 'MNT-03515', 'MNT-05582']",257,4738618,POCO URGENTE
16384,Mal funcionamiento,2024-02-01,Cerrada,['690-11-8503'],['MNT-09126'],142,22602,POCO URGENTE
16385,Rotura,2024-06-01,Abierta,['815-60-6043'],['MNT-04421'],-1,58447,POCO URGENTE
16386,Mal funcionamiento,2023-11-22,Cerrada,['634-78-8495'],['MNT-00546'],25,32641,POCO URGENTE
16387,Rotura,2023-12-31,Abierta,['709-62-3627'],"['MNT-02867', 'MNT-03816']",-1,59538,POCO URGENTE
16388,Desgaste,2024-09-28,Abierta,['130-13-8226'],['MNT-11544'],-1,7902176,POCO URGENTE
16389,Mal funcionamiento,2024-05-25,Abierta,['471-78-0270'],['MNT-01802'],-1,3573415,POCO URGENTE
16390,Desgaste,2024-07-31,Cerrada,['768-91-8662'],['MNT-12511'],64,4963338,POCO URGENTE
16391,Desgaste,2024-03-03,Cerrada,['967-94-6308'],['MNT-07993'],2,4986149,POCO URGENTE
16392,Vandalismo,2023-12-19,Abierta,['344-21-3655'],"['MNT-05363', 'MNT-10922']",-1,4942212,POCO URGENTE
16393,Rotura,2024-03-23,Abierta,['157-41-0071'],['MNT-14339'],-1,4737865,POCO URGENTE
16394,Rotura,2024-08-30,Abierta,['330-47-3348'],"['MNT-11766', 'MNT-14883']",-1,5182595,POCO URGENTE
16395,Desgaste,2024-07-13,Abierta,['903-67-5291'],['MNT-06373'],-1,8803396,POCO URGENTE
16396,Desgaste,2024-10-08,Cerrada,['111-74-2551'],"['MNT-05410', 'MNT-05513']",-1,8944001,POCO URGENTE
16397,Mal funcionamiento,2024-03-25,Abierta,['691-01-7757'],['MNT-02285'],-1,9256448,POCO URGENTE
16398,Vandalismo,2024-01-13,Abierta,['933-22-7606'],"['MNT-03422', 'MNT-06428', 'MNT-13489']",-1,20790,POCO URGENTE
16399,Desgaste,2024-09-20,Cerrada,['746-04-4935'],"['MNT-01576', 'MNT-04666']",-1,20013,POCO URGENTE
16400,Desgaste,2024-06-10,Cerrada,['992-62-1680'],['MNT-07442'],80,9223692,POCO URGENTE
16401,Desgaste,2024-03-27,Cerrada,['820-31-3969'],"['MNT-03627', 'MNT-10050']",-1,7116166,POCO URGENTE
16402,Mal funcionamiento,2024-08-10,Cerrada,['107-00-5867'],"['MNT-02520', 'MNT-10419']",-1,20173,POCO URGENTE
16403,Vandalismo,2024-01-13,Cerrada,['998-34-4421'],['MNT-01532'],79,3575589,POCO URGENTE
16404,Desgaste,2024-02-19,Cerrada,['821-11-8778'],['MNT-01846'],53,20950,POCO URGENTE
16405,Rotura,2024-02-01,Cerrada,['246-14-7602'],['MNT-08102'],140,3576432,POCO URGENTE
16406,Rotura,2024-03-20,Cerrada,['955-32-8836'],['MNT-06659'],-1,33080,POCO URGENTE
16407,Rotura,2024-07-09,Abierta,['166-45-6290'],['MNT-02719'],-1,7602203,POCO URGENTE
16408,Desgaste,2024-09-18,Abierta,['596-47-3683'],['MNT-11961'],-1,9180721,POCO URGENTE
16409,Mal funcionamiento,2024-09-04,Abierta,['998-58-5831'],['MNT-07368'],-1,9177935,POCO URGENTE
16410,Mal funcionamiento,2023-11-16,Cerrada,['827-72-4027'],['MNT-11519'],47,9191599,POCO URGENTE
16411,Vandalismo,2024-12-07,Abierta,['022-19-0677'],['MNT-02280'],-1,20381,POCO URGENTE
16412,Mal funcionamiento,2024-05-02,Cerrada,['924-53-5504'],"['MNT-00167', 'MNT-02640']",76,3994638,POCO URGENTE
16413,Mal funcionamiento,2024-03-17,Abierta,['289-55-2531'],"['MNT-01943', 'MNT-12778']",-1,57977,POCO URGENTE
16414,Vandalismo,2023-10-23,Abierta,['678-63-6289'],['MNT-10989'],-1,9435346,POCO URGENTE
16415,Vandalismo,2024-05-26,Abierta,['183-05-5276'],"['MNT-03390', 'MNT-10471']",-1,58801,POCO URGENTE
16416,Desgaste,2024-12-10,Cerrada,['837-40-7805'],['MNT-10889'],-1,9439822,POCO URGENTE
16417,Rotura,2024-07-12,Abierta,['922-31-1886'],"['MNT-10062', 'MNT-12784']",-1,3581570,POCO URGENTE
16418,Vandalismo,2024-10-06,Cerrada,['335-46-6509'],['MNT-13392'],-1,22295,POCO URGENTE
16419,Rotura,2024-03-18,Cerrada,['879-83-7214'],['MNT-08071'],100,5241076,POCO URGENTE
16420,Vandalismo,2023-11-19,Cerrada,['145-90-7740'],['MNT-05904'],218,9291593,POCO URGENTE
16421,Mal funcionamiento,2024-02-08,Cerrada,['188-71-2426'],['MNT-02466'],138,58271,POCO URGENTE
16422,Vandalismo,2023-11-23,Abierta,['121-29-3682'],['MNT-12188'],-1,7927324,POCO URGENTE
16423,Rotura,2024-03-22,Cerrada,['162-55-0144'],['MNT-14567'],-1,33640,POCO URGENTE
16424,Vandalismo,2023-12-09,Abierta,['491-22-2382'],['MNT-08859'],-1,33323,POCO URGENTE
16425,Vandalismo,2023-11-19,Cerrada,['858-65-5408'],['MNT-00291'],197,24797,POCO URGENTE
16426,Vandalismo,2024-02-01,Abierta,['367-10-4674'],['MNT-00252'],-1,9191209,POCO URGENTE
16427,Vandalismo,2024-07-08,Cerrada,['024-82-3448'],['MNT-09640'],-1,4730895,POCO URGENTE
16428,Mal funcionamiento,2024-06-04,Cerrada,['103-69-7333'],['MNT-11532'],-1,20414,POCO URGENTE
16429,Rotura,2024-10-12,Abierta,['525-44-7911'],"['MNT-03789', 'MNT-05250', 'MNT-10166']",-1,7247904,POCO URGENTE
16430,Mal funcionamiento,2024-01-27,Cerrada,['426-17-7982'],['MNT-00509'],89,19469,POCO URGENTE
16431,Rotura,2024-08-05,Cerrada,['836-30-2034'],['MNT-04248'],-1,9187334,POCO URGENTE
16432,Mal funcionamiento,2024-01-21,Abierta,['388-09-7562'],['MNT-13800'],-1,9397071,POCO URGENTE
16433,Vandalismo,2023-12-20,Abierta,['503-78-3713'],['MNT-11393'],-1,9223731,POCO URGENTE
16434,Desgaste,2024-05-30,Abierta,['159-40-5926'],"['MNT-01419', 'MNT-11630']",-1,452348,POCO URGENTE
16435,Rotura,2023-10-24,Cerrada,['920-37-5061'],['MNT-11455'],276,451355,POCO URGENTE
16436,Desgaste,2024-03-16,Cerrada,['772-06-3259'],['MNT-02229'],171,4704491,POCO URGENTE
16437,Mal funcionamiento,2024-04-22,Abierta,['922-29-0076'],['MNT-06807'],-1,35239,POCO URGENTE
16438,Desgaste,2024-04-02,Cerrada,['769-79-9632'],['MNT-00240'],-1,3743757,POCO URGENTE
16439,Rotura,2024-01-31,Abierta,['094-41-8024'],"['MNT-01599', 'MNT-11319']",-1,8937707,POCO URGENTE
16440,Mal funcionamiento,2024-08-30,Cerrada,['185-73-3558'],['MNT-02719'],-1,7602203,POCO URGENTE
16441,Vandalismo,2024-01-19,Abierta,['942-18-3874'],['MNT-14359'],-1,21112,POCO URGENTE
16442,Rotura,2024-02-13,Cerrada,['572-97-4777'],['MNT-08107'],298,7182698,POCO URGENTE
16443,Rotura,2024-04-06,Cerrada,['396-71-7536'],"['MNT-06058', 'MNT-08094']",31,3994637,POCO URGENTE
16444,Mal funcionamiento,2024-08-07,Abierta,['603-34-1803'],['MNT-13108'],-1,53122,POCO URGENTE
16445,Mal funcionamiento,2024-07-15,Cerrada,['673-64-0821'],['MNT-02771'],60,58937,POCO URGENTE
16446,Mal funcionamiento,2024-05-27,Cerrada,['449-44-9554'],['MNT-08361'],-1,9296071,POCO URGENTE
16447,Vandalismo,2024-07-22,Abierta,['614-29-3004'],['MNT-03629'],-1,33449,POCO URGENTE
16448,Vandalismo,2023-11-29,Abierta,['745-26-0039'],"['MNT-05945', 'MNT-10791']",-1,33407,POCO URGENTE
16449,Mal funcionamiento,2024-06-16,Cerrada,['709-28-7769'],['MNT-03286'],-1,59121,POCO URGENTE
16450,Rotura,2023-06-12,Abierta,['001-04-9561'],"['MNT-05710', 'MNT-05737', 'MNT-08037', 'MNT-13397']",-1,9259983,POCO URGENTE
16451,Desgaste,2024-09-01,Abierta,['378-56-0283'],"['MNT-08567', 'MNT-14216']",-1,58832,POCO URGENTE
16452,Rotura,2024-07-07,Abierta,['657-15-6397'],['MNT-06720'],-1,5245734,POCO URGENTE
16453,Vandalismo,2024-07-18,Abierta,['851-87-2934'],['MNT-10967'],-1,9177753,POCO URGENTE
16454,Rotura,2023-10-28,Abierta,['016-06-5913'],['MNT-04181'],-1,32800,POCO URGENTE
16455,Mal funcionamiento,2024-03-19,Abierta,['792-76-5914'],['MNT-06101'],-1,33190,POCO URGENTE
16456,Rotura,2023-10-29,Abierta,['293-49-7565'],"['MNT-04029', 'MNT-05523']",-1,25804,POCO URGENTE
16457,Mal funcionamiento,2024-02-08,Cerrada,['127-75-9864'],['MNT-06526'],235,59938,POCO URGENTE
16458,Rotura,2024-09-08,Cerrada,['074-25-1820'],['MNT-02252'],-1,21476,POCO URGENTE
16459,Mal funcionamiento,2023-12-11,Abierta,['656-93-4353'],"['MNT-05072', 'MNT-08621']",-1,21578,POCO URGENTE
16460,Desgaste,2024-02-13,Cerrada,['380-52-9476'],['MNT-13931'],293,18705,POCO URGENTE
16461,Desgaste,2024-01-07,Abierta,['012-17-3864'],['MNT-14097'],-1,32973,POCO URGENTE
16462,Mal funcionamiento,2024-03-07,Abierta,['777-73-7288'],['MNT-14409'],-1,5239198,POCO URGENTE
16463,Mal funcionamiento,2024-04-15,Cerrada,['282-30-1884'],['MNT-00974'],232,20570,POCO URGENTE
16464,Mal funcionamiento,2024-04-08,Abierta,['764-07-9609'],['MNT-05967'],-1,32946,POCO URGENTE
16465,Mal funcionamiento,2024-05-31,Cerrada,['860-76-5486'],['MNT-12941'],-1,3567960,POCO URGENTE
